0,1,2,3,4,5,Y
7.264699074,-0.367407407,7.264699074,0.105092593,0.542045009,157.01,0.53
7.304074074,-0.342207407,7.304074074,0.137407407,0.568417094,204.01,0.63
7.264699074,-0.367407407,7.264699074,0.105092593,0.542045009,157.01,0.52
7.304074074,-0.342207407,7.304074074,0.137407407,0.568417094,204.01,0.67
7.264699074,-0.367407407,7.264699074,0.105092593,0.542045009,157.01,0.58
10.4141421,-0.961234568,10.4141421,0.411481481,0.463602103,157.556,0.6
7.304074074,-0.342207407,7.304074074,0.137407407,0.568417094,204.01,0.78
7.264699074,-0.367407407,7.264699074,0.105092593,0.542045009,157.01,0.7
7.304074074,-0.342207407,7.304074074,0.137407407,0.568417094,204.01,0.72
7.264699074,-0.367407407,7.264699074,0.105092593,0.542045009,157.01,0.65
7.220740741,-0.282022222,7.220740741,0.077222222,0.463433082,204.998,0.77
7.181365741,-0.307222222,7.181365741,0.14212963,0.524635408,157.998,0.71
7.106296296,-0.364814815,7.106296296,0.198148148,0.46725589,113.547,0.7
7.220740741,-0.282022222,7.220740741,0.077222222,0.463433082,204.998,0.68
7.181365741,-0.307222222,7.181365741,0.14212963,0.524635408,157.998,0.63
7.106296296,-0.364814815,7.106296296,0.198148148,0.46725589,113.547,0.58
7.250740741,-0.126157407,7.250740741,0.057222222,0.631580184,236.894,0.77
7.220740741,-0.282022222,7.220740741,0.077222222,0.463433082,204.998,0.74
7.181365741,-0.307222222,7.181365741,0.14212963,0.524635408,157.998,0.71
7.106296296,-0.364814815,7.106296296,0.198148148,0.46725589,113.547,0.59
7.220740741,-0.282022222,7.220740741,0.077222222,0.463433082,204.998,0.76
7.181365741,-0.307222222,7.181365741,0.14212963,0.524635408,157.998,0.73
7.106296296,-0.364814815,7.106296296,0.198148148,0.46725589,113.547,0.63
7.673888889,-0.444886621,7.673888889,0.078333333,0.544578676,163.607,0.7
7.679320988,-0.446604938,7.679320988,0.015123457,0.544578676,163.607,0.62
6.948148148,-0.32462963,6.948148148,0.137962963,0.505417693,114.535,0.69
6.948148148,-0.32462963,6.948148148,0.137962963,0.505417693,114.535,0.6
7.037654321,-0.259259259,7.037654321,0.092592593,0.414601424,148.98,0.57
